序号,code,name,现价,涨跌幅(%),涨跌,换手(%),成交量,市盈率,昨收,开盘价,最高价,最低价,2018_profit,2017_profit,2016_profit,2015_profit,2014_profit
16,00540,迅捷环球控股,0.58,11.54,0.06,0.06,38.40万,10.21,0.52,0.53,0.58,0.53,0,50.54百万港币,46.92百万港币,39.97百万港币,41百万港币
17,01143,华夏健康产业,0.08,11.43,0.01,0.02,118.40万,--,0.07,0.07,0.078,0.07,0,-108百万港币,-71.67百万港币,-26.96百万港币,-20.14百万港币
18,00430,东方网库,0.13,11.21,0.01,0.0,2000,1.73,0.11599999999999999,0.129,0.129,0.129,0,202百万港币,63.38百万港币,-20.49百万港币,127百万港币
19,01396,毅德国际,0.41,10.67,0.04,0.02,62.40万,5.67,0.375,0.365,0.42,0.365,0,987百万人民币,932百万人民币,1346百万人民币,0
20,00810,中国互联网投资,0.18,9.64,0.02,0.59,321.79万,--,0.166,0.18,0.19,0.174,0,-43.47百万港币,-66百万港币,-48.05百万港币,-85.77百万港币
21,01561,万辉化工,2.19,9.5,0.19,0.06,34.80万,219.00,2.0,2.0,2.2,2.0,0,3.16百万港币,47.84百万港币,51.8百万港币,0
22,00379,恒嘉融资租赁,0.05,9.09,0.0,0.02,199.00万,--,0.044000000000000004,0.046,0.048,0.046,0,-29.63百万港币,96.84百万港币,-106000百万港币,50.55百万港币
23,00527,瑞风新能源,0.6,9.09,0.05,0.51,914.00万,--,0.55,0.63,0.66,0.6,0,176百万人民币,127百万人民币,55.58百万人民币,69.71百万人民币
24,03789,御佳控股,0.36,9.09,0.03,0.09,107.20万,7.71,0.33,0.33,0.36,0.32,67.98百万港币,78.38百万港币,0,0,0
25,00673,中国卫生集团,0.13,8.94,0.01,0.06,207.90万,--,0.12300000000000001,0.125,0.134,0.125,-36.72百万港币,-69.08百万港币,-78.31百万港币,-68.23百万港币,0
26,01272,大唐环境,2.72,8.8,0.22,0.02,13.10万,7.82,2.5,2.5,2.72,2.36,0,1078百万人民币,1265百万人民币,0,0
27,00768,开明投资,0.09,8.75,0.01,0.11,112.10万,--,0.08,0.085,0.087,0.085,-19.68百万港币,4.83百万港币,-10.17百万港币,66.88百万港币,0
28,01146,中国服饰控股,0.24,8.22,0.02,0.0,2000,12.36,0.21899999999999997,0.237,0.237,0.237,0,67.92百万人民币,67.27百万人民币,128百万人民币,276百万人民币
29,01022,飞鱼科技,0.55,7.84,0.04,0.04,55.35万,--,0.51,0.51,0.59,0.51,0,-390百万人民币,-153百万人民币,99.73百万人民币,149百万人民币
30,01808,企展控股,0.84,7.69,0.06,0.32,166.80万,--,0.78,0.75,1.0,0.72,0,-21.86百万港币,-295百万人民币,18.99百万人民币,22.59百万人民币
31,00802,中国钱包,0.29,7.41,0.02,1.66,4462.00万,--,0.27,0.275,0.325,0.275,0,-421百万港币,-149百万港币,193百万港币,-133百万港币
32,01520,华信金融投资,0.29,7.27,0.02,0.04,63.00万,--,0.275,0.275,0.3,0.275,0,-13.88百万港币,-17.77百万港币,19.39百万港币,31.57百万港币
33,02133,中国多金属,0.09,7.23,0.01,0.04,160.10万,--,0.083,0.08199999999999999,0.08900000000000001,0.08199999999999999,0,-34.51百万人民币,-146百万人民币,-127百万人民币,21.2百万人民币
34,02188,泰坦能源技术,0.89,7.23,0.06,2.08,1919.60万,4.19,0.83,0.82,1.02,0.8,0,200百万人民币,10.95百万人民币,-30.33百万人民币,-45.17百万人民币
35,01647,SHISLtd,1.5,7.14,0.1,0.6,626.50万,76.00,1.4,1.42,1.6,1.41,4.55百万新加坡元,5.89百万新加坡元,0,0,0
36,01900,中国智能交通,0.3,7.14,0.02,0.01,19.60万,25.02,0.28,0.3,0.3,0.3,0,49.09百万人民币,183百万人民币,-197百万人民币,-128百万人民币
37,01251,华油能源,0.77,6.94,0.05,1.66,3056.00万,160.56,0.72,0.72,0.84,0.72,0,46.81百万人民币,-268百万人民币,-448百万人民币,204百万人民币
38,02623,爱德新能源,0.09,6.9,0.01,0.09,429.00万,--,0.087,0.087,0.096,0.081,0,-78.27百万人民币,-85.15百万人民币,-260百万人民币,-74.63百万人民币
39,01215,开源控股,0.06,6.78,0.0,0.01,96.00万,157.50,0.059000000000000004,0.063,0.064,0.061,0,-23.19百万港币,-344百万港币,-36.9百万港币,87.05百万港币
40,01246,保集健康,0.1,6.74,0.01,0.01,58.20万,--,0.08900000000000001,0.09,0.095,0.078,-231百万港币,-590百万港币,-200百万港币,108百万港币,0
41,02322,仁瑞投资,0.64,6.67,0.04,0.08,300.80万,--,0.6,0.62,0.64,0.61,-47.83百万港币,-10.77百万港币,-15.17百万港币,8.82百万港币,0
42,00449,志高控股,0.08,6.58,0.01,0.03,256.00万,19.30,0.076,0.076,0.085,0.075,0,66.7百万人民币,86.12百万人民币,-653百万人民币,-8.57百万人民币
43,00990,荣晖国际,0.16,6.49,0.01,0.0,10.00万,52.90,0.154,0.154,0.16399999999999998,0.154,0,35.32百万港币,-23.91百万港币,-23.73百万港币,-22.25百万港币
44,00994,恒诚建筑,1.15,6.48,0.07,0.43,262.40万,22.24,1.08,1.07,1.16,1.05,0,32.85百万港币,0,0,0
45,00402,天下图控股,0.03,6.45,0.0,0.01,92.00万,--,0.031,0.031,0.033,0.031,0,-610百万港币,-582百万港币,-91.45百万港币,-323百万港币
46,00997,普汇中金国际,1.01,6.32,0.06,0.02,24.08万,--,0.95,0.96,1.03,0.95,-5.46百万港币,53.3百万港币,167百万港币,-76.16百万港币,0
47,00313,裕田中国,0.07,6.25,0.0,0.01,85.00万,--,0.064,0.062,0.068,0.062,-382百万港币,-344百万港币,-340百万港币,-208百万港币,0
48,00547,数字王国,0.14,6.06,0.01,1.02,2.71亿,--,0.132,0.135,0.154,0.133,0,-544百万港币,-503百万港币,-174百万港币,30.55百万港币
49,00039,中国北大荒,0.27,5.88,0.01,0.16,845.20万,12.27,0.255,0.255,0.29,0.255,0,160百万港币,10.38百万港币,-12.17百万港币,-87.76百万港币
50,00559,德泰新能源集团,0.04,5.88,0.0,0.17,2622.00万,--,0.034,0.034,0.039,0.033,0,-150百万港币,-557百万港币,-30.36百万港币,-85.57百万港币
51,00809,大成生化科技,0.07,5.8,0.0,0.12,734.20万,--,0.069,0.073,0.07400000000000001,0.067,0,-1049百万港币,-2082百万港币,-2265百万港币,-3713百万港币
52,00841,木薯资源,0.56,5.66,0.03,0.23,134.40万,9.88,0.53,0.54,0.56,0.53,32.43百万港币,20.16百万港币,13.65百万港币,190百万港币,0
53,00760,新天地产集团,0.09,5.62,0.01,0.07,717.00万,12.65,0.08900000000000001,0.086,0.095,0.083,0,188百万人民币,-54.97百万人民币,-191百万人民币,-18.9百万人民币
54,01336,新华保险,35.85,5.6,1.9,1.85,1917.09万,8.54,33.95,34.2,36.0,33.25,0,,,,
55,01282,中国金洋,0.47,5.56,0.03,0.04,1151.20万,12.18,0.45,0.45,0.48,0.45,0,1053百万港币,819百万港币,210百万港币,-564百万港币
56,02023,中国绿岛科技,1.35,5.47,0.07,0.12,56.76万,22.52,1.28,1.28,1.4,1.27,0,29.46百万人民币,24.22百万人民币,6.01百万人民币,24.91百万人民币
57,00217,中国诚通发展集团,0.29,5.46,0.01,0.21,1217.80万,72.50,0.275,0.26,0.3,0.245,0,53.6百万港币,99.28百万港币,126百万港币,-15.73百万港币
58,00858,精优药业,0.16,5.37,0.01,0.01,36.00万,12.56,0.149,0.149,0.157,0.147,29.19百万港币,18.93百万港币,27.49百万港币,555百万港币,0
59,01639,安捷利实业,1.38,5.34,0.07,0.02,36.00万,20.85,1.31,1.31,1.39,1.31,0,98.86百万港币,45.26百万港币,44000百万港币,32.24百万港币
60,01101,华荣能源,0.12,5.31,0.01,0.07,198.82万,--,0.113,0.111,0.12,0.111,0,-812百万人民币,-1173百万人民币,-4989百万人民币,-6058百万人民币
61,00581,中国东方集团,5.8,5.26,0.29,0.58,2177.85万,3.48,5.51,5.56,5.8,5.43,0,6405百万人民币,1128百万人民币,-467百万人民币,529百万人民币
62,03893,易纬集团,0.1,5.26,0.01,0.01,14.00万,--,0.095,0.099,0.1,0.099,0,-20.86百万港币,16.29百万港币,0,0
63,06100,有才天下猎聘,33.05,5.25,1.65,0.09,43.04万,1518.23,31.4,31.4,33.2,31.15,0,0,0,0,0
64,01695,椰丰集团,0.24,5.22,0.01,0.02,18.50万,313.39,0.23,0.244,0.244,0.231,0,0,0,0,0
65,01833,平安好医生,49.3,5.12,2.4,0.14,146.16万,--,46.9,46.6,50.3,46.6,0,0,1986百万人民币,1842百万人民币,1805百万人民币
66,02380,中国电力,1.85,5.11,0.09,0.51,4992.95万,15.43,1.76,1.77,1.86,1.74,0,3108百万人民币,5351百万人民币,7862百万人民币,5890百万人民币
67,00196,宏华集团,0.62,5.08,0.03,0.34,1839.80万,--,0.59,0.58,0.62,0.56,0,-103百万人民币,-610百万人民币,-42.6百万人民币,396百万人民币
68,02166,芯智控股,1.68,5.0,0.08,0.15,73.80万,10.80,1.6,1.64,1.69,1.61,0,11.38百万美元,11.92百万美元,0,0
69,01075,首都信息,0.42,5.0,0.02,0.19,147.60万,12.51,0.4,0.4,0.425,0.4,0,141百万人民币,121百万人民币,102百万人民币,0
70,00609,天德化工,0.85,4.94,0.04,0.03,24.00万,5.91,0.81,0.8,0.85,0.79,0,155百万人民币,325百万人民币,247百万人民币,213百万人民币
71,01229,南南资源,0.32,4.92,0.01,0.02,15.50万,6.68,0.305,0.33,0.33,0.305,42.62百万港币,57.42百万港币,-73.54百万港币,7.14百万港币,0
72,01549,永丰集团控股,0.21,4.88,0.01,0.01,20.00万,--,0.205,0.196,0.215,0.196,0,-143000百万港币,-3.04百万港币,0,0
73,03337,安东油田服务,1.08,4.85,0.05,1.39,3691.00万,43.73,1.03,1.03,1.09,1.03,0,474百万人民币,143百万人民币,92.47百万人民币,37.97百万人民币
74,06036,光丽科技,0.45,4.71,0.02,0.52,523.50万,9.55,0.425,0.425,0.45,0.42,0,58.01百万港币,0,0,0
75,03344,共享集团,0.34,4.69,0.01,0.71,3839.00万,--,0.32,0.32,0.35,0.31,0,-102百万港币,-350百万港币,-962百万港币,-181百万港币
76,01103,大生农业金融,0.07,4.69,0.0,0.39,2391.15万,1.40,0.064,0.063,0.069,0.062,0,488百万人民币,450百万人民币,382百万人民币,265百万人民币
77,01697,山东国信,3.15,4.65,0.14,0.0,5000,5.97,3.01,3.14,3.15,3.14,0,1119百万人民币,0,0,0
78,00891,利邦,0.68,4.62,0.03,0.11,385.60万,--,0.65,0.65,0.68,0.64,0,-579百万港币,-421百万港币,-118百万港币,173百万港币
79,02080,奥克斯国际,1.38,4.55,0.06,0.45,168.40万,--,1.32,1.3,1.38,1.29,-19.08百万港币,-27.12百万港币,-27.03百万港币,2.83百万港币,0
80,01245,Niraku,0.69,4.55,0.03,0.16,188.60万,--,0.66,0.67,0.71,0.66,723百万日元,1433百万日元,1471百万日元,5610百万日元,0
81,00690,联康生物科技集团,0.12,4.5,0.01,0.05,294.00万,--,0.111,0.11,0.11599999999999999,0.107,0,278百万港币,-53.82百万港币,-57.23百万港币,-40.62百万港币
82,00399,领航医药生物科技,0.47,4.44,0.02,0.03,48.50万,--,0.45,0.455,0.47,0.455,-231百万港币,-178百万港币,-241百万港币,-457百万港币,0
83,01878,南戈壁-S,0.94,4.44,0.04,0.02,5.73万,--,0.9,0.93,0.94,0.93,0,-16.77百万美元,-38.11百万美元,-167百万美元,-82.73百万美元
84,00572,未来世界金融,0.12,4.42,0.01,0.22,2559.26万,1.74,0.113,0.115,0.12,0.109,0,475百万港币,132百万港币,-46.77百万港币,4.35百万港币
85,00827,玖源集团,0.14,4.38,0.01,0.34,1460.80万,--,0.13699999999999998,0.135,0.14300000000000002,0.135,0,-308百万人民币,-277百万人民币,-65.42百万人民币,-448百万人民币
86,06118,奥星生命科技,3.36,4.35,0.14,0.18,93.80万,--,3.22,3.29,3.54,3.28,0,-67.51百万人民币,-23.1百万人民币,3.26百万人民币,84.41百万人民币
87,00668,东银国际控股,0.48,4.35,0.02,0.07,94.80万,25.00,0.46,0.51,0.54,0.465,0,29.33百万港币,-35.75百万港币,-46.47百万港币,-63.6百万港币
88,01055,中国南方航空股份,5.33,4.3,0.22,1.49,4563.96万,4.26,5.11,5.12,5.42,4.99,0,9156百万人民币,12612百万人民币,13438百万人民币,4748百万人民币
89,00290,中国富强金融,0.12,4.27,0.01,0.02,172.00万,--,0.11699999999999999,0.125,0.125,0.12,-62.22百万港币,30.91百万港币,-42.68百万港币,-157百万港币,0
90,01145,勇利投资,0.49,4.25,0.02,0.15,69.60万,2.88,0.47,0.44,0.49,0.44,0,9.88百万美元,-17.77百万美元,-36.84百万美元,-9.71百万美元
91,01265,天津津燃公用,0.99,4.21,0.04,3.63,1817.00万,41.29,0.95,0.95,1.04,0.94,0,56.98百万人民币,50.14百万人民币,46.53百万人民币,87.29百万人民币
92,03360,远东宏信,7.7,4.2,0.31,0.15,591.38万,7.65,7.39,7.37,7.78,7.37,0,4787百万人民币,4072百万人民币,3580百万人民币,3211百万人民币
93,03968,招商银行,28.8,4.16,1.15,0.97,4452.79万,6.40,27.65,27.75,29.3,27.2,0,220039百万人民币,209949百万人民币,202166百万人民币,0
94,00323,马鞍山钢铁股份,3.62,4.02,0.14,3.14,5434.40万,4.02,3.48,3.48,3.65,3.34,0,5649百万人民币,1248百万人民币,-5093百万人民币,58.08百万人民币
95,00327,百富环球,3.95,3.95,0.15,0.19,205.30万,10.76,3.8,3.8,3.96,3.77,0,428百万港币,689百万港币,658百万港币,463百万港币
96,01710,致丰工业电子,0.4,3.95,0.01,0.02,16.00万,4.38,0.38,0.395,0.395,0.38,0,96.2百万港币,0,0,0
97,03331,维达国际,14.3,3.92,0.54,0.18,210.71万,27.19,13.76,13.76,14.5,13.76,0,984百万港币,1008百万港币,753百万港币,822百万港币
98,06098,碧桂园服务,13.9,3.89,0.52,1.42,3552.97万,72.15,13.38,13.4,14.18,12.82,0,0,0,0,0
99,01579,颐海国际,17.18,3.87,0.64,0.21,221.32万,53.27,16.54,16.8,17.32,16.72,0,369百万人民币,255百万人民币,0,0
100,01418,盛诺集团,0.54,3.85,0.02,0.0,4.00万,23.79,0.52,0.51,0.54,0.51,0,58.24百万港币,111百万港币,244百万港币,247百万港币
101,00438,彩虹新能源,0.82,3.8,0.03,0.93,588.20万,11.40,0.79,0.77,0.82,0.76,0,133百万人民币,106百万人民币,526百万人民币,-1691百万人民币
102,00895,东江环保,10.94,3.79,0.4,0.24,48.80万,15.63,10.54,10.54,11.0,10.4,0,0,584百万人民币,362百万人民币,303百万人民币
103,00162,世纪金花,0.28,3.77,0.01,0.01,14.00万,18.34,0.265,0.27,0.275,0.27,143百万人民币,-191百万人民币,300百万港币,202百万港币,0
104,01547,IBIGROUPHLDGS,0.55,3.77,0.02,0.14,108.00万,23.91,0.53,0.51,0.55,0.51,22.56百万港币,15.48百万港币,0,0,0
105,00670,中国东方航空股份,4.97,3.76,0.18,0.38,1757.06万,7.10,4.79,4.81,5.03,4.6,0,9431百万人民币,12486百万人民币,12625百万人民币,6058百万人民币
106,00268,金蝶国际,9.17,3.73,0.33,0.71,2333.52万,69.28,8.84,8.8,9.18,8.6,0,421百万人民币,249百万人民币,229百万人民币,300百万人民币
107,01367,广州基金国际控股,5.6,3.7,0.2,0.21,102.40万,--,5.4,5.4,5.6,5.32,0,-43.19百万港币,-3.44百万港币,-4.38百万港币,-16.8百万港币
108,01168,百仕达控股,0.84,3.7,0.03,0.02,73.60万,27.01,0.81,0.81,0.84,0.8,0,213百万港币,-143百万港币,-343百万港币,122百万港币
109,01450,世纪睿科,0.28,3.7,0.01,0.0,--,--,0.27,0.0,0.0,0.0,0,-130百万人民币,71.51百万人民币,65.92百万人民币,120百万人民币
110,00991,大唐发电,2.29,3.62,0.08,0.35,2148.98万,11.26,2.21,2.22,2.31,2.17,0,7840百万人民币,13167百万人民币,13315百万人民币,13049百万人民币
111,02198,中国三江化工,2.29,3.62,0.08,0.07,77.70万,2.84,2.21,2.24,2.3,2.22,0,744百万人民币,693百万人民币,-165百万人民币,147百万人民币
112,01205,中信资源,0.86,3.62,0.03,0.03,212.80万,13.03,0.83,0.83,0.86,0.82,0,608百万港币,344百万港币,-6503百万港币,384百万港币
113,03395,PERSTA,1.74,3.57,0.06,0.24,65.70万,--,1.68,1.76,1.77,1.66,0,-1.8百万加元,1.11百万加元,0,0
114,00619,南华金融,0.03,3.57,0.0,0.18,2675.00万,8.29,0.027999999999999997,0.027999999999999997,0.028999999999999998,0.027999999999999997,0,63.54百万港币,-47.08百万港币,2.6百万港币,-61.97百万港币
115,00359,海升果汁,0.29,3.57,0.01,0.03,41.60万,2.13,0.28,0.28,0.32,0.28,0,306百万人民币,141百万人民币,7.03百万人民币,24.63百万人民币
116,00716,胜狮货柜,1.18,3.51,0.04,0.09,216.80万,8.78,1.14,1.14,1.18,1.13,0,58.39百万美元,-58.35百万美元,8.94百万美元,52.52百万美元
117,00593,梦东方,9.19,3.49,0.31,0.01,1.25万,20.91,8.88,8.98,9.49,8.98,0,223百万港币,179百万港币,875百万港币,-155百万港币
118,01262,蜡笔小新食品,0.6,3.45,0.02,0.14,188.00万,--,0.58,0.6,0.6,0.57,0,-287百万人民币,-622百万人民币,-329百万人民币,30.68百万人民币
119,00309,新华通讯频媒,0.3,3.45,0.01,0.45,644.80万,--,0.29,0.295,0.305,0.28,-36.54百万港币,-16.21百万港币,-59.81百万港币,-1.39百万港币,0
120,01190,航标控股,0.09,3.45,0.0,0.23,290.80万,--,0.087,0.087,0.09,0.087,0,-370百万人民币,-307百万人民币,132百万人民币,235百万人民币
121,01659,海天能源,0.21,3.43,0.01,0.12,1068.00万,60.69,0.204,0.214,0.215,0.191,0,53.83百万人民币,83.31百万人民币,77.87百万人民币,50.52百万人民币
122,00906,中粮包装,3.68,3.37,0.12,0.56,661.30万,11.81,3.56,3.56,3.68,3.48,0,410百万人民币,398百万人民币,385百万人民币,456百万人民币
123,01297,中国擎天软件,2.79,3.33,0.09,0.15,186.00万,12.55,2.7,2.69,2.8,2.65,0,252百万人民币,221百万人民币,190百万人民币,157百万人民币
124,00878,金朝阳集团,12.48,3.31,0.4,0.01,4.35万,2.94,12.08,12.38,12.54,12.22,0,1303百万港币,3103百万港币,23.08百万港币,1801百万港币
125,00345,VitasoyInt'l,28.3,3.29,0.9,0.13,136.20万,50.99,27.4,27.1,28.35,26.7,822百万港币,848百万港币,603百万港币,529百万港币,0
126,01091,中信大锰,0.47,3.26,0.01,0.5,1723.33万,11.56,0.46,0.46,0.48,0.44,0,147百万港币,-131百万港币,-942百万港币,-35.32百万港币
127,00164,中国宝力科技,0.06,3.23,0.0,0.05,1685.00万,--,0.062,0.061,0.065,0.059000000000000004,-302百万港币,-341百万港币,-70.78百万港币,-51.84百万港币,0
128,00804,鼎石资本,0.16,3.23,0.01,0.01,55.50万,55.17,0.155,0.147,0.16,0.147,0,17.56百万港币,33.53百万港币,20.46百万港币,0
129,03369,秦港股份,1.92,3.23,0.06,0.12,95.40万,6.40,1.86,1.85,1.92,1.83,0,1262百万人民币,349百万人民币,1660百万人民币,2154百万人民币
130,00653,卓悦控股,0.32,3.23,0.01,0.02,77.80万,--,0.31,0.315,0.33,0.31,0,-188百万港币,-77.87百万港币,50.72百万港币,275百万港币
131,03788,中国罕王,0.97,3.19,0.03,0.05,87.50万,1.69,0.94,0.93,0.97,0.93,0,178百万人民币,-207百万人民币,-407百万人民币,33.21百万人民币
132,01206,同方泰德,1.95,3.17,0.06,0.06,48.60万,4.98,1.89,1.94,1.95,1.91,0,320百万人民币,299百万人民币,265百万人民币,40.86百万美元
133,01786,铁建装备,1.63,3.17,0.05,0.11,59.25万,33.99,1.58,1.56,1.67,1.56,0,64.43百万人民币,554百万人民币,526百万人民币,0
134,01963,重庆银行,4.94,3.13,0.15,0.12,197.25万,2.75,4.79,4.79,4.95,4.74,0,10015百万人民币,9603百万人民币,8593百万人民币,7483百万人民币
135,00340,潼关黄金,0.66,3.12,0.02,0.02,63.94万,--,0.64,0.63,0.66,0.63,0,-74.09百万港币,-23.14百万港币,-86.58百万港币,623百万港币
136,01115,西藏水资源,2.99,3.1,0.09,0.01,12.90万,20.24,2.9,2.9,2.99,2.89,0,393百万人民币,393百万人民币,363百万人民币,460百万人民币
137,00494,利丰,2.73,3.02,0.08,0.19,1635.46万,--,2.65,2.67,2.73,2.66,0,330百万美元,380百万美元,595百万美元,624百万美元
138,00753,中国国航,6.86,3.0,0.2,0.54,2475.90万,7.22,6.66,6.67,6.95,6.43,0,11756百万人民币,17533百万人民币,15552百万人民币,7262百万人民币
139,01431,原生态牧业,0.21,3.0,0.01,0.02,106.00万,--,0.2,0.203,0.20800000000000002,0.19899999999999998,0,-67.91百万人民币,-88.57百万人民币,67.23百万人民币,420百万人民币
140,00251,爪哇控股,10.3,3.0,0.3,0.02,14.80万,26.21,10.0,9.94,10.3,9.94,0,283百万港币,65.43百万港币,1115百万港币,857百万港币
141,01760,英恒科技,3.8,2.98,0.11,0.53,532.20万,25.89,3.69,3.69,3.9,3.61,0,0,0,0,0
142,00683,嘉里建设,36.4,2.97,1.05,0.07,106.92万,5.69,35.35,35.45,36.4,34.9,0,10938百万港币,8529百万港币,5243百万港币,8231百万港币
143,02877,神威药业,13.96,2.95,0.4,0.24,197.50万,21.17,13.56,13.88,14.02,13.3,0,588百万人民币,695百万人民币,797百万人民币,864百万人民币
144,01621,域高国际控股,0.25,2.93,0.01,0.24,238.40万,25.62,0.239,0.239,0.24600000000000002,0.237,12.27百万港币,0,0,0,0
145,02031,澳至尊,0.35,2.9,0.01,0.08,59.50万,21.26,0.345,0.345,0.355,0.34,14.88百万港币,5.65百万港币,0,0,0
146,00243,QPLInt'l,0.07,2.86,0.0,0.03,59.45万,--,0.07,0.07,0.07200000000000001,0.07,0,-62.44百万港币,-1.05百万港币,-45.49百万港币,2.7百万港币
147,02336,海亮国际,0.36,2.86,0.01,0.0,1.00万,109.09,0.35,0.36,0.36,0.36,0,6.32百万港币,-20.2百万港币,-22.2百万港币,-12.85百万港币
148,00756,森美控股,0.72,2.86,0.02,0.04,59.60万,8.58,0.7,0.69,0.72,0.69,0,109百万人民币,84.87百万人民币,107百万人民币,163百万人民币
149,00894,万裕科技,1.09,2.83,0.03,0.08,36.40万,10.76,1.06,1.08,1.09,1.08,0,77.56百万港币,12.28百万港币,-10.36百万港币,81.54百万港币
150,01269,首控集团,4.76,2.81,0.13,0.05,267.82万,--,4.63,4.63,4.76,4.57,0,-343百万人民币,276百万人民币,-24.32百万人民币,5.01百万人民币
151,00867,康哲药业,15.38,2.81,0.42,0.2,508.58万,19.05,14.96,14.7,15.5,14.68,0,1808百万人民币,1500百万人民币,1064百万人民币,1130百万人民币
152,01706,双运控股,2.93,2.81,0.08,0.12,119.50万,151.90,2.85,2.85,2.93,2.7,0,3.83百万新加坡元,0,0,0
153,00384,中国燃气,34.9,2.8,0.95,0.13,642.51万,28.37,33.95,33.85,35.25,33.2,8600百万港币,5902百万港币,3718百万港币,4810百万港币,0
154,01466,钱唐控股,6.26,2.79,0.17,1.02,347.06万,--,6.09,6.08,6.37,5.97,-129百万港币,-24.36百万港币,-10.56百万港币,16.53百万港币,0
155,02307,锦兴国际控股,0.74,2.78,0.02,0.1,85.60万,10.00,0.72,0.72,0.83,0.72,0,86.16百万港币,84.12百万港币,85.63百万港币,107百万港币
156,01002,威铖国际,0.15,2.78,0.0,0.01,28.80万,25.93,0.14400000000000002,0.14300000000000002,0.14800000000000002,0.14300000000000002,0,45.82百万人民币,-11.87百万人民币,4.55百万港币,7.44百万港币
157,00701,CNTGroup,0.37,2.78,0.01,0.0,3.80万,18.78,0.36,0.37,0.37,0.37,0,58.25百万港币,112百万港币,115百万港币,184百万港币
158,01398,工商银行,5.56,2.77,0.15,0.66,5.71亿,5.06,5.41,5.41,5.63,5.33,0,675654百万人民币,641681百万人民币,668733百万人民币,634858百万人民币
159,02007,碧桂园,12.66,2.76,0.34,0.45,9735.63万,8.60,12.32,12.22,12.68,11.64,0,43598百万人民币,22124百万人民币,16178百万人民币,16605百万人民币
160,01033,中石化油服,1.12,2.75,0.03,0.07,371.60万,112.03,1.09,1.1,1.13,1.05,0,-10370百万人民币,-16095百万人民币,89.42百万人民币,610百万人民币
161,00518,同得仕(集团),0.75,2.74,0.02,0.1,48.80万,--,0.73,0.75,0.75,0.72,-42.35百万港币,-120百万港币,-65.53百万港币,191百万港币,0
162,00680,南海控股,0.19,2.73,0.01,0.01,605.00万,7.55,0.183,0.18600000000000003,0.188,0.18,0,4216百万港币,2401百万港币,348百万港币,-725百万港币
163,00538,味千(中国),3.39,2.73,0.09,0.07,73.00万,--,3.3,3.36,3.58,3.32,0,302百万人民币,927百万人民币,363百万港币,419百万港币
164,01986,彩客化学,5.65,2.73,0.15,0.11,115.10万,36.25,5.5,5.8,5.8,5.41,0,181百万人民币,154百万人民币,148百万人民币,0
165,00980,联华超市,2.28,2.7,0.06,0.05,19.90万,--,2.22,2.18,2.31,2.18,0,119百万人民币,-221百万人民币,-146百万人民币,300百万人民币
166,00621,坛金矿业,0.04,2.7,0.0,0.03,599.00万,--,0.037000000000000005,0.037000000000000005,0.038,0.036000000000000004,-199百万港币,178百万港币,506百万港币,-201百万港币,0
167,00836,华润电力,15.24,2.69,0.4,0.26,1261.16万,15.71,14.84,14.86,15.26,14.4,0,12480百万港币,16355百万港币,20008百万港币,15220百万港币
168,01252,中国天瑞水泥,6.87,2.69,0.18,0.01,43.10万,15.49,6.69,6.7,6.87,6.69,0,1354百万人民币,352百万人民币,313百万人民币,753百万人民币
169,01523,珩湾科技,1.15,2.68,0.03,0.06,60.80万,16.92,1.12,1.12,1.15,1.09,0,10.63百万美元,6.68百万美元,0,0
170,00231,平安证券集团控股,0.08,2.67,0.0,0.0,83.50万,--,0.075,0.075,0.077,0.07400000000000001,0,-121百万港币,-33.35百万港币,-274百万港币,-723百万港币
171,01285,嘉士利集团,1.93,2.66,0.05,0.01,6.20万,6.27,1.88,1.89,1.94,1.89,0,128百万人民币,115百万人民币,136百万人民币,89.91百万人民币
172,00003,香港中华煤气,16.22,2.66,0.42,0.23,3601.69万,27.59,15.8,15.8,16.22,15.78,0,11097百万港币,9846百万港币,9906百万港币,9875百万港币
173,02339,京西国际,1.16,2.65,0.03,0.14,81.48万,--,1.13,1.14,1.16,1.13,0,5.78百万港币,190百万港币,166百万港币,389百万港币
174,00650,IDG能源,1.16,2.65,0.03,0.09,547.40万,290.00,1.13,1.13,1.18,1.1,23.03百万港币,-434百万港币,-3.78百万港币,-235百万港币,0
175,01558,东阳光药,40.75,2.65,1.05,1.34,302.08万,23.77,39.7,40.1,40.9,39.2,0,752百万人民币,460百万人民币,340百万人民币,0
176,06830,华众车载,1.4,2.64,0.04,0.25,449.00万,14.95,1.364,1.36,1.42,1.34,0,214百万人民币,175百万人民币,137百万人民币,159百万人民币
177,01868,同方友友,0.78,2.63,0.02,0.02,48.50万,11.37,0.76,0.76,0.78,0.75,0,126百万人民币,18.8百万人民币,9.48百万人民币,-196百万人民币
178,00343,文化传信,0.39,2.63,0.01,0.05,70.50万,--,0.38,0.39,0.395,0.39,-57.78百万港币,-49.84百万港币,-61.2百万港币,-117百万港币,0
179,01979,天宝集团,0.78,2.63,0.02,0.06,58.80万,4.94,0.76,0.76,0.78,0.74,0,207百万港币,268百万港币,156百万港币,0
180,00068,利兴发展,5.9,2.61,0.15,0.01,1.50万,--,5.75,5.9,5.9,5.9,0,-19.36百万港币,-499百万港币,13.5百万港币,70.82百万港币
